Train loss,Validation loss,Test Loss
0.17159020899163363,0.14883573872842526,0.3202486428489885
0.16608845857488355,0.14621442221110595,0.3078688014124639
0.1640523463287462,0.14355264009817256,0.3112944278546276
0.16232746609049198,0.14319620929261656,0.2955204270790472
0.15905011249937043,0.14242373348948204,0.2972472902779125
0.15863035243563645,0.14036610988661838,0.29885728081214247
0.16186995092673448,0.14064562566567465,0.29604875666768465
0.1618134654740256,0.1457453657978959,0.30999175305682036
0.1697014531448298,0.1471553045935982,0.31798197517423815
0.16310282920922017,0.14542977390616538,0.30009839108539127
0.16160380767171081,0.1463290673178681,0.30120765916973136
0.16359397079091498,0.14338032693936906,0.3184000977258229
0.15839835442640018,0.14439009250122414,0.29541915370136723
0.16332289009596068,0.14685490407790572,0.3109468690132284
0.1535394560142371,0.14078229082686436,0.2818111825522514
0.1629699613354088,0.14332101119130347,0.3071532903914857
0.15527590659124718,0.13953954974327648,0.2932672571406396
0.15848556795109955,0.14239171395590616,0.3104889135065093
0.15864436824104647,0.14254073270124987,0.31129983447511866
0.17032055984237837,0.14708044681257623,0.3039243728061855
0.16010042585230633,0.14203921747221054,0.29530791870352496
0.16328665422271005,0.14459591547350154,0.29762553908533396
0.1560179694749719,0.13908962878292996,0.2882738797984233
0.1650917907628521,0.1475586550827602,0.3117350445891033
0.16459313292653152,0.1482241711121459,0.31225054095803495
0.15733981195091945,0.14195299031591793,0.3006634413858925
0.16288401799189847,0.1443268017970034,0.29184041604669086
0.16528166869217087,0.14228119118713578,0.30008952662696303
0.16431035623307486,0.14796032384773194,0.2972413505740597
0.15965966101020249,0.13938250837079344,0.29688596852716864
0.15612571675815437,0.13867739516462727,0.2884365977866282
0.15738546490998462,0.14172554978147564,0.2865211246019471
0.1635014395165559,0.14172149753291036,0.31238217574407007
0.16842631453764914,0.14310012558346022,0.3335997221841957
0.16184588015615875,0.14418735776964617,0.3184337117616165
0.15497561594660245,0.13844609191240032,0.2890972535772546
0.15365710982214192,0.14458555430959802,0.28562780849985814
0.16128222273562895,0.14760935122464255,0.3095647594243055
0.1589227487747075,0.1407417757574515,0.31355104436768244
0.15977028648617106,0.1394961812742856,0.30460414710465744
0.1666708863640306,0.1465457605520847,0.2826262040170097
0.14932708869950626,0.13715105125609786,0.2787271875530074
0.15058778797970773,0.14264484164401378,0.29266604961912907
0.16639927523260886,0.14140809768029128,0.304462205995366
0.15551708126236746,0.13920663125294072,0.2905309950888495
0.16106658026488538,0.1438035924958206,0.2972443763835548
0.17883279155087445,0.16535408470458504,0.3338077663419024
0.15202838485876732,0.13959257977765058,0.2959768600622819
0.1726042307054938,0.15873950496469727,0.32688674557305103
0.16489419211587397,0.14377432045315267,0.3123508824979721
0.16193675362455023,0.14002707009917761,0.30151418215552367
0.19922020570679758,0.15872462979500823,0.3387093697570021
0.16542370173189794,0.14381602590241435,0.32820827540089215
0.158548717070192,0.1407658110796464,0.30769270253163256
0.16086342605549853,0.13883172916437475,0.3040508643174708
0.15895213234588876,0.14420767935773995,0.2989445664812461
0.15163424580846566,0.13549656135953564,0.2906524394404237
0.15261153783810286,0.13858152801014287,0.3018205905096021
0.15055488878785803,0.14086106329989495,0.29342676970114956
0.15138360278798088,0.1381128974339487,0.30114892237661484
0.15300679457974806,0.1420238063786454,0.28897452873710755
0.16236914608085368,0.15156087342638436,0.3123390963383841
0.14943828197585202,0.13930871792815813,0.2900918756318462
0.15821499247081353,0.1377509521307575,0.3228168901264666
0.15553846698798854,0.13847654633678969,0.2841444536739248
0.15480150117240077,0.13410195034836245,0.2843801070450087
0.1543357125634527,0.13495956573721019,0.2761372034423327
0.15263658026592175,0.13503635220858456,0.29973935861411377
0.15528010552868923,0.13603583846184691,0.2965324618224459
0.17130639441764112,0.1454900821078678,0.3141893459443037
0.1620309783212137,0.14836232241527747,0.3249492167845108
0.15909092948539189,0.14112437864475003,0.3051552557237368
0.15272313501321094,0.13291014208879526,0.28850808009846657
0.15839857008211475,0.13990040860693492,0.3206589999803365
0.15922098538721186,0.13714776652839886,0.3031141878217744
0.1609883174481517,0.1453243986640173,0.31784819532453124
0.15412269600861012,0.14143513671065813,0.2811831544424379
0.15265394364742443,0.1396438117123195,0.28959166781486506
0.1513264238422487,0.14511538054019,0.30048008429743117
0.156075235535452,0.14451709652908767,0.3138545790616642
0.17202793476988704,0.15079773300779822,0.31602134364667095
0.16314596195812178,0.14317055000253096,0.304974420773472
0.15738155118080205,0.13972364800186138,0.29375244243863735
0.1543594231134659,0.14198668765222214,0.29351429032339915
0.15335950903651455,0.14327829189981464,0.29313214613580313
0.1696721321151585,0.1500715982145052,0.32336754893666425
0.16372710809250002,0.14301154597792015,0.31095847201645954
