Train loss,Validation loss,Test Loss
0.7442526717658065,0.7531458673320143,0.29469282412947245
0.7142582666538567,0.7186914390331146,0.2820495647669709
0.6955976671867284,0.7012569015143252,0.2763393676354533
0.6742736238627065,0.6850417572717965,0.270091660371716
0.6607033168831533,0.6865289376543037,0.2691992422397662
0.6574870869953673,0.6764553669971175,0.26566482009925424
0.6500005031297276,0.666475336466383,0.2625638023612449
0.6453090459871972,0.6682857376098145,0.2633576449616338
0.6591068278009447,0.6829375036818832,0.27203580156980933
0.6588410990463871,0.6910584813104442,0.2674340964570004
0.63294458249423,0.6677787046177567,0.2659988872811011
0.6445801890002849,0.6813316115628735,0.2678462375600271
0.6278343526584154,0.6599101189850043,0.26679905890507555
0.6168092238259052,0.6779611200313995,0.2705241100118845
0.642469218955375,0.6924157379071517,0.27592523657417384
0.6263516953282778,0.6861138482612007,0.2693387376721087
0.6533181495080499,0.7003458436257924,0.26699559751059354
0.6408036662761565,0.6993539303069305,0.2727255896919902
0.6666433201234998,0.7259157879909969,0.27710252078673575
0.6275566389387588,0.6656712435966297,0.2642448575160434
0.6617847312712011,0.6695490347460098,0.27274774445054495
0.6246416187561163,0.6700812213672946,0.26501840305625285
0.6269711066584622,0.6907408024522125,0.2739353638019286
0.6315758142335096,0.6462972552252494,0.268680490661802
0.6256827941672101,0.6534544697613826,0.26234713588777414
0.6101899023658016,0.6562572013251368,0.2604710601859682
0.6382421808581092,0.6596566140947414,0.2652508791761726
0.6242701227862192,0.6304439788496365,0.2651062461111282
0.6657935091390116,0.6850902373294602,0.2854852184439185
0.6244613624808816,0.659724140175307,0.2624295107996016
0.604815251242794,0.6553555008373504,0.25631196518311894
0.6140066457864302,0.6895361932995523,0.26145139904737025
0.6455111209587931,0.6793735646954069,0.27175103613498514
0.6242327964642361,0.6744434797893593,0.26317583183918125
0.6080886848696435,0.6690038760091965,0.259366989754607
0.6057555529771571,0.6452068848124329,0.25587527729250553
0.6115124330567393,0.6582576019633962,0.2664951902608018
0.6099988275733805,0.6944446743994999,0.26794015790220044
0.5955815404394946,0.6880931182145656,0.2664102383166825
0.6202810167662035,0.6837286674517801,0.26799419561539933
0.6291026317686729,0.6824476695428816,0.2768174924026654
0.6169221399811878,0.6643539296965125,0.27150556334090287
0.7447175704767298,0.8156375474724017,0.32226366551895896
0.6299617774731487,0.6805452220116311,0.2658445839436208
0.614279396187002,0.6649624637626135,0.2658009751380232
0.5997615277886529,0.6498540162086737,0.2660688523228015
0.5940589468666763,0.6602030957840953,0.2707111873715324
0.6122971207819972,0.6518149507200998,0.2624409887615527
0.6199053869245015,0.6734724803990315,0.2672503624244696
0.6212720058026727,0.6794181615933162,0.2603318145329239
0.5832535331079468,0.6566790823113858,0.25495164934852155
0.6077479604942625,0.6489125289752957,0.262517659712991
0.6383148950271721,0.6690189977083318,0.2641931500281022
0.6269898280722461,0.6975691283401062,0.2688089916449737
0.5845918340041444,0.6342113977500012,0.2523144356949344
0.608615320823038,0.701233164697889,0.27925550766841944
0.6569796444996745,0.7251067089478841,0.27644895175649864
0.5941577702620937,0.6559946389290968,0.25876975028755167
0.5822345767837496,0.6549043574276349,0.2634150972524984
0.6324855297024834,0.7004476089724538,0.2710600422006533
0.5966055925851528,0.6682323627148047,0.2623027154892659
0.5950322995868335,0.6570182892464858,0.2689060376141172
0.605992123154652,0.6917063551078129,0.273974072415529
0.615817687268827,0.6897068626765396,0.2844768881131748
0.6004501379581925,0.659108616222384,0.26998689097165884
0.611246930657455,0.6772136805866372,0.26240929501700505
0.6364145563366511,0.6839916027510308,0.27422999276826104
0.6551404545470441,0.6918242734705715,0.2715802527857787
0.5945684275638334,0.6487804766208822,0.2604584962067961
0.5864472216075498,0.6826860856348663,0.2602327700417483
0.5702604495142323,0.6560321243474995,0.25881329055914687
0.6050003746586764,0.6771555170601598,0.26146191722700896
0.5946382927753635,0.6670950637028908,0.25636680008022716
0.592145025178063,0.6452387036953241,0.2607837784007336
0.5893725146713577,0.6656928938963059,0.2671049907389988
0.5918486593051508,0.6602025255221813,0.2676049822117008
0.5603245272619528,0.6797497629866512,0.25297079720256727
0.6714165752758137,0.7569139805605462,0.3127067710411856
0.5914205630288167,0.6630556136522643,0.2660510606339846
0.6401562932328927,0.6726341835587463,0.2712105790133251
0.5735290916216148,0.6612373365504871,0.2543349956154667
0.6025149977972946,0.6804775378671073,0.2674928485306171
0.6153816600802181,0.6504328721968299,0.2691398811968202
0.6456941295361532,0.6891519363540302,0.2744139089338698
0.6376863040929046,0.676580128556397,0.26931569792906934
0.6087537885774591,0.6515190227793792,0.2621510570802324
0.584522460809976,0.6633973715745002,0.26276845299240975
0.5786454925571569,0.6585064729000865,0.26706949658062784
0.5503348215494598,0.6749725066066868,0.26058543453214666
0.5896544487069783,0.6875221414896496,0.25997409288619516
0.6326395388924626,0.6991665796956731,0.27432313325474766
0.6250286196194934,0.687246242225631,0.26973844401937763
0.6964082256501158,0.7440514296168157,0.2984389190292494
0.6499334559346989,0.6771093808812562,0.27108432886535416
0.6467330208102897,0.6816297596907565,0.26762240834656376
0.6374131521454187,0.6644698644662974,0.26759314071295986
0.6021164651888858,0.6590556793907977,0.26235421039100154
0.6138785263549525,0.6464976487955144,0.2631214790152599
0.6126668268531542,0.6583030977274967,0.26412647400153394
0.5939071398959571,0.6368276629450353,0.2564531282616499
0.5823279713202805,0.6512270429371654,0.25880481860399973
0.5945221160121881,0.6580137637806728,0.25840143386667547
0.5987158805926802,0.7031443675810045,0.2659034295646769
0.5767533897230438,0.6504636580617069,0.2553280583416446
0.598346717777561,0.6881331760882649,0.2666547989984823
0.573514179197207,0.6604361280898134,0.264651687458899
0.6107114628455402,0.7293233057556366,0.28199374131952726
0.6018826710164518,0.6693982691460886,0.26413010372076884
0.6290380737892534,0.6625426258773105,0.26961887092391895
0.614919182711891,0.6780331900430697,0.26996163522323297
0.6346181868672758,0.6898578580250192,0.2670892790334825
0.6407087528929668,0.6741491725045636,0.27056857940895657
0.5710770997870079,0.6512437769357475,0.25517721540440214
0.5734500715794524,0.6712679321318226,0.25409299407782027
0.6001916603717083,0.6701473533740263,0.27067183674355816
0.5732682986548512,0.6487077216927738,0.26484183064465844
0.5718494213142937,0.6532670932139208,0.2631874833347794
0.5654495464608549,0.659053114696606,0.25290378567735483
0.6434408160979423,0.6915387646537072,0.2725101593392016
0.5977043324486128,0.6888404026679973,0.2622394798858258
0.6119943779007491,0.7095353120215684,0.2653337599866089
0.6466988248604183,0.7199219188370161,0.27504374099038864
0.6409275602412078,0.7018824902807074,0.274204284881319
0.6264686142191978,0.6820985721678212,0.26973804152639574
0.6483916340746748,0.6704906997431745,0.2717376201189227
0.6464096439039374,0.6875974338011448,0.2821487943830607
0.6137412605654947,0.681450151868648,0.27585636176572664
0.6173059236883116,0.6714046829218283,0.27103913464841345
0.5934196171007231,0.6880483541162588,0.26659535301656045
0.6314010944688578,0.7064100101600582,0.2793399949758591
0.6220874174477626,0.6687839202946657,0.2691406966505202
0.5982685750553299,0.6828723888817662,0.25893681641141164
0.5919261250141192,0.697205572802477,0.26722752451295884
0.6452471601510854,0.6716737860980274,0.2790404001482123
0.6029236428256067,0.6654222602986605,0.26109776924663175
0.6042898488712047,0.6514851614215755,0.2596832919315461
0.6430841316228546,0.6991394183725452,0.2758939194953394
0.6034362475870222,0.6662842331638599,0.26874705357890566
0.5728644884851729,0.6679475498313974,0.25973576712304636
0.5841255298772078,0.6693456266597883,0.25930435921434386
0.5874408383883887,0.6666589946864028,0.25948149048954255
0.5781124310875577,0.6710887664114491,0.2656563935895786
0.6081807263402641,0.6771037698101502,0.264461404752321
0.6384858178172356,0.6791481068010616,0.2737042984799656
0.5880461657955868,0.7011589744798613,0.26540294659229313
0.5790997600805832,0.6790310296207998,0.2613454545068492
0.6004405420778645,0.6607216793588444,0.2605118567686805
0.5955659820943187,0.6922067907152031,0.2602849772271325
0.6331269375866552,0.7062180212196751,0.2655690762653205
0.592066471089213,0.6746040427536826,0.27272302614458066
0.5884357364103422,0.670984454548104,0.2537111331437034
0.5973629343313954,0.6480166865341317,0.26593155604795804
0.611144018329936,0.665655358856199,0.27120610539574797
0.60289597107779,0.6756703328638272,0.26557179913038065
0.5891698433544557,0.6568033857795385,0.26931540187236847
0.5818749922307481,0.6762411101396353,0.25408755052651216
0.6182544594352547,0.6649466190602921,0.2625075117369662
0.5961669895938655,0.6852931778647644,0.26666321725420844
0.6270273788614783,0.6960251934554492,0.27575650657199535
0.6042132199676199,0.6808530888505595,0.27002513907472975
